Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
1736,2603,172,42,12.0,22500,2040,2,married,k1,m1
1737,2603,177,31,12.0,10000,2040,2,married,k1,m1
1738,2607,3,39,17.0,30600,1940,0,married,k1,m1
1739,2608,4,39,12.0,7000,1020,3,married,k2,m1
1740,2608,170,40,14.0,33000,1882,4,married,k2,m1
1741,2608,174,30,12.0,0,0,1,married,k1,m1
1742,2610,3,33,13.0,9000,1506,2,married,k1,m1
1743,2611,4,39,10.0,24000,2160,2,widowed,k1,m2
1744,2611,5,39,12.0,0,0,2,married,k1,m1
1745,2611,172,40,12.0,12000,1696,3,married,k2,m1
1746,2613,2,50,13.0,0,0,2,married,k1,m1
1747,2613,4,31,13.0,21934,1560,2,divorced,k1,m2
1749,2614,170,45,12.0,5263,490,4,married,k2,m1
1750,2614,171,48,16.0,47500,1715,3,married,k2,m1
1751,2615,7,38,12.0,0,0,3,married,k2,m1
1752,2615,170,37,12.0,7000,1200,2,married,k1,m1
1753,2615,173,46,13.0,5000,1144,4,married,k2,m1
1754,2615,174,42,14.0,3700,1484,3,married,k2,m1
1755,2615,175,40,12.0,8500,1924,4,married,k2,m1
1756,2615,177,38,12.0,0,0,4,married,k2,m1
1757,2618,2,48,12.0,0,0,5,married,k2,m1
1758,2621,2,45,12.0,2400,784,0,married,k1,m1
1759,2625,170,48,16.0,48000,1920,2,married,k1,m1
1760,2628,3,36,16.0,0,0,4,married,k2,m1
1761,2628,172,33,16.0,0,0,1,married,k1,m1
1762,2629,2,47,12.0,31000,1680,1,married,k1,m1
1763,2632,4,41,12.0,26000,2450,0,never married,k1,m2
1764,2632,5,34,12.0,19500,2116,2,married,k1,m1
1765,2632,6,30,12.0,14800,1733,0,never married,k1,m2
1766,2632,170,45,12.0,5000,780,2,married,k1,m1
1767,2633,170,44,12.0,17000,1976,3,married,k2,m1
1768,2634,2,39,14.0,14200,1500,0,married,k1,m1
1769,2634,3,38,12.0,0,0,1,married,k1,m1
1770,2635,4,37,13.0,34000,2550,0,married,k1,m1
1771,2636,170,39,12.0,239,1877,1,married,k1,m1
1772,2642,2,49,8.0,0,0,2,married,k1,m1
1774,2643,3,43,17.0,40000,1673,3,married,k2,m1
1775,2644,4,44,12.0,25130,1850,1,never married,k1,m2
1776,2645,2,47,8.0,15500,1880,1,married,k1,m1
1777,2645,171,32,13.0,19000,1960,1,married,k1,m1
1778,2646,5,33,14.0,32000,2072,2,married,k1,m1
1779,2646,6,32,12.0,24400,1920,2,never married,k1,m2
1780,2646,177,41,12.0,20000,2600,1,never married,k1,m2
1781,2647,172,34,13.0,650,213,1,married,k1,m1
1782,2649,3,43,11.0,47000,2404,2,divorced,k1,m2
1783,2653,2,50,12.0,14000,1839,2,married,k1,m1
1784,2656,6,37,14.0,48700,1840,0,married,k1,m1
1785,2656,171,42,16.0,0,0,2,married,k1,m1
1786,2656,174,32,16.0,23000,2000,1,married,k1,m1
1787,2657,3,46,12.0,12500,1862,0,never married,k1,m2
1788,2657,4,36,11.0,2500,540,2,married,k1,m1
1789,2657,7,32,12.0,2294,510,1,married,k1,m1
1790,2657,170,44,12.0,3000,701,2,married,k1,m1
1791,2661,3,42,9.0,18000,2000,3,married,k2,m1
1792,2661,6,34,9.0,10150,2006,2,never married,k1,m2
1793,2661,8,31,12.0,15000,2448,0,divorced,k1,m2
1794,2661,171,41,12.0,6120,980,3,married,k2,m1
1795,2662,171,40,12.0,11000,1880,2,married,k1,m1
1796,2663,170,44,14.0,35000,2016,1,married,k1,m1
1797,2665,4,37,9.0,0,0,2,married,k1,m1
1798,2665,5,36,10.0,4000,795,4,never married,k2,m2
1800,2666,2,46,12.0,5000,512,2,divorced,k1,m2
1801,2666,172,40,12.0,25000,1920,0,divorced,k1,m2
1802,2672,3,40,12.0,12000,470,0,never married,k1,m2
1803,2672,5,34,13.0,0,0,2,married,k1,m1
1804,2672,6,31,12.0,31500,2416,0,never married,k1,m2
1805,2673,170,40,17.0,8714,698,2,married,k1,m1
1806,2674,3,44,12.0,600,60,2,married,k1,m1
1807,2678,3,46,12.0,0,0,1,divorced,k1,m2
1808,2678,6,36,14.0,12500,2000,0,divorced,k1,m2
1809,2678,7,34,12.0,6000,1336,2,married,k1,m1
1810,2678,175,32,16.0,12000,280,2,married,k1,m1
1811,2678,176,46,14.0,1200,697,3,married,k2,m1
1812,2679,174,48,12.0,18133,1869,1,married,k1,m1
1813,2680,3,37,12.0,17000,1701,2,married,k1,m1
1814,2680,174,30,12.0,0,0,3,married,k2,m1
1815,2682,3,42,13.0,16500,1734,0,married,k1,m1
1816,2682,4,39,17.0,35000,1176,2,married,k1,m1
1817,2682,5,30,16.0,28000,2241,0,married,k1,m1
1818,2688,170,39,12.0,0,0,4,married,k2,m1
1819,2688,174,40,13.0,16000,1920,0,never married,k1,m2
1820,2690,170,42,16.0,23000,1610,2,married,k1,m1
1821,2692,173,35,11.0,15000,1750,1,married,k1,m1
1822,2697,2,45,12.0,20000,2200,2,married,k1,m1
1823,2699,1,47,12.0,10000,1964,2,married,k1,m1
1824,2699,172,43,16.0,37900,2208,1,married,k1,m1
1826,2701,6,39,0.0,0,0,2,divorced,k1,m2
1827,2701,7,37,13.0,9900,2040,5,separated,k2,m2
1828,2701,8,35,10.0,14500,2070,3,never married,k2,m2
1829,2701,9,33,10.0,0,0,3,divorced,k2,m2
1833,2704,3,37,12.0,18000,1448,2,married,k1,m1
1834,2704,172,43,12.0,20000,2080,4,married,k2,m1
1835,2704,179,31,12.0,6000,1600,2,divorced,k1,m2
1836,2705,2,49,17.0,35000,2020,2,divorced,k1,m2
1838,2707,3,35,12.0,12150,2000,3,divorced,k2,m2
1839,2707,4,33,12.0,16428,1480,4,married,k2,m1
1840,2707,5,32,13.0,3600,1280,2,divorced,k1,m2
1841,2708,4,42,13.0,6000,1666,3,married,k2,m1
1842,2712,2,47,12.0,26800,1827,3,married,k2,m1
1843,2713,2,49,12.0,4000,976,0,married,k1,m1
1844,2714,3,38,12.0,8000,1840,1,NA/DF,k1,m2
1845,2714,5,34,12.0,22000,1672,2,divorced,k1,m2
1846,2714,176,44,0.0,0,0,0,widowed,k1,m2
1847,2715,176,36,14.0,16000,1887,2,married,k1,m1
1848,2716,3,31,13.0,26095,1856,3,married,k2,m1
1849,2717,5,37,12.0,17500,1850,3,divorced,k2,m2
1850,2717,6,32,12.0,3000,500,2,married,k1,m1
1851,2722,2,41,15.0,10000,1255,1,married,k1,m1
1852,2722,3,37,17.0,12000,1750,1,married,k1,m1
1853,2726,3,38,16.0,20000,1040,1,married,k1,m1
1854,2727,170,39,12.0,36400,2400,3,married,k2,m1
1855,2727,171,34,17.0,0,0,2,married,k1,m1
1857,2730,2,47,12.0,15000,1530,3,married,k2,m1
1858,2731,3,32,12.0,21000,1920,1,never married,k1,m2
1859,2731,4,30,11.0,17000,2024,2,married,k1,m1
1860,2734,170,40,13.0,30000,1960,1,married,k1,m1
1861,2743,2,41,17.0,17348,2380,0,never married,k1,m2
1862,2743,3,35,12.0,13225,2069,0,never married,k1,m2
1863,2744,3,41,12.0,20500,1968,2,divorced,k1,m2
1864,2750,2,50,13.0,3786,1456,2,married,k1,m1
1865,2750,172,30,14.0,0,0,3,married,k2,m1
1866,2752,170,39,12.0,9800,1400,3,married,k2,m1
1867,2752,171,41,13.0,21000,1938,0,married,k1,m1
1868,2752,172,31,12.0,20000,1964,0,married,k1,m1
1869,2753,171,41,16.0,12000,1200,2,married,k1,m1
1870,2753,172,32,16.0,10500,1520,2,married,k1,m1
1871,2755,2,45,14.0,26400,1859,2,divorced,k1,m2
1872,2756,2,50,12.0,3600,156,2,married,k1,m1
1873,2756,170,32,13.0,3000,787,2,married,k1,m1
1874,2760,170,40,13.0,23000,1400,2,married,k1,m1
1875,2763,3,42,12.0,4400,693,3,never married,k2,m2
1876,2770,2,48,12.0,0,0,2,married,k1,m1
1877,2771,3,42,17.0,55000,1960,2,married,k1,m1
1878,2771,4,40,17.0,50000,2400,0,divorced,k1,m2
1879,2771,5,38,17.0,8800,928,0,never married,k1,m2
1880,2771,173,36,16.0,0,0,3,married,k2,m1
1881,2771,174,40,17.0,43000,3205,0,never married,k1,m2
1882,2775,3,46,8.0,0,0,0,never married,k1,m2
1883,2776,22,40,12.0,11000,2000,1,separated,k1,m2
1885,2780,170,40,12.0,15000,1380,3,married,k2,m1
1886,2781,3,43,16.0,27000,1656,2,married,k1,m1
1887,2781,4,40,14.0,6000,646,2,married,k1,m1
1888,2782,3,41,12.0,28900,1912,3,divorced,k2,m2
1889,2783,3,42,17.0,0,0,2,married,k1,m1
1890,2786,6,35,10.0,11640,1734,2,married,k1,m1
1891,2788,172,38,13.0,0,0,2,married,k1,m1
1892,2799,4,37,12.0,18150,1739,1,divorced,k1,m2
1893,2799,172,41,13.0,25000,2205,0,married,k1,m1
1894,2799,177,32,16.0,37500,1583,1,married,k1,m1
1895,2800,170,38,12.0,6000,1432,2,married,k1,m1
1896,2800,171,36,12.0,22000,1944,2,married,k1,m1
1897,2801,170,39,12.0,32000,2025,2,married,k1,m1
1898,2801,171,38,12.0,5500,2340,3,married,k2,m1
1899,2801,172,38,12.0,25000,1906,2,married,k1,m1
1900,2802,2,49,12.0,29000,2010,2,married,k1,m1
1901,2805,2,43,16.0,18050,1364,2,divorced,k1,m2
1902,2806,171,31,12.0,4500,968,2,married,k1,m1
1903,2816,170,35,12.0,2000,390,3,married,k2,m1
1904,2818,170,43,14.0,5000,1000,0,married,k1,m1
1905,2818,171,43,16.0,0,0,1,married,k1,m1
1906,2819,3,43,13.0,18000,2500,0,divorced,k1,m2
1907,2822,171,48,16.0,21000,2820,3,married,k2,m1
1908,2827,4,38,12.0,100,832,2,married,k1,m1
1909,2828,2,46,12.0,18000,2766,2,married,k1,m1
1910,2831,175,47,17.0,41084,1960,1,married,k1,m1
1911,2836,2,44,12.0,35000,2600,3,married,k2,m1
1912,2836,4,31,12.0,920,360,3,divorced,k2,m2
1913,2838,1,43,12.0,32000,1720,2,divorced,k1,m2
1914,2845,3,41,13.0,33000,192,2,married,k1,m1
1915,2845,178,31,12.0,4000,2302,1,married,k1,m1
1916,2845,180,34,13.0,25000,2080,0,never married,k1,m2
1917,2847,170,41,12.0,25000,1777,3,married,k2,m1
1918,2848,3,41,12.0,15000,3320,1,never married,k1,m2
1919,2848,6,35,12.0,1300,2040,3,never married,k2,m2
1920,2848,170,36,12.0,24000,1816,2,married,k1,m1
1922,2848,176,35,13.0,16605,1181,4,divorced,k2,m2
1924,2849,3,34,13.0,17859,1382,3,married,k2,m1
1925,2849,4,31,3.0,0,0,0,never married,k1,m2
1926,2850,3,40,14.0,9600,3120,2,divorced,k1,m2
1927,2851,4,35,12.0,0,0,2,married,k1,m1
1928,2851,5,31,17.0,36450,1371,0,married,k1,m1
1929,2851,171,35,12.0,1200,118,3,married,k2,m1
1930,2852,4,37,12.0,0,0,6,married,k2,m1
1931,2852,171,39,12.0,12480,2080,4,married,k2,m1
1932,2852,172,31,13.0,8000,397,4,married,k2,m1
1933,2852,175,38,13.0,7000,884,3,married,k2,m1
1934,2860,4,39,14.0,13000,1637,1,married,k1,m1
1935,2861,170,42,12.0,32000,2480,1,married,k1,m1
1936,2862,173,39,9.0,0,0,0,married,k1,m1
1937,2867,3,43,14.0,39000,2120,2,separated,k1,m2
1938,2869,2,44,12.0,9000,1368,1,married,k1,m1
1939,2874,3,32,17.0,47000,3100,3,married,k2,m1
1940,2875,7,34,12.0,0,0,3,married,k2,m1
1942,2876,3,32,12.0,0,0,3,never married,k2,m2
1943,2880,4,30,16.0,8500,980,0,never married,k1,m2
1944,2881,2,47,12.0,0,1530,6,separated,k2,m2
1945,2882,3,36,15.0,270,47,3,married,k2,m1
1946,2882,171,32,14.0,29000,2205,1,married,k1,m1
1947,2885,2,50,13.0,37000,2205,4,married,k2,m1
1948,2885,175,39,15.0,0,0,2,married,k1,m1
1949,2887,3,43,17.0,41000,1408,2,divorced,k1,m2
1951,2887,5,34,16.0,5000,780,2,divorced,k1,m2
1952,2890,5,40,15.0,19996,1970,2,married,k1,m1
1953,2893,2,40,10.0,30000,2100,1,married,k1,m1
1954,2893,3,37,12.0,25000,1912,2,married,k1,m1
1955,2894,1,47,17.0,55000,1564,0,married,k1,m1
1956,2895,2,45,12.0,500,588,2,divorced,k1,m2
1957,2895,177,41,13.0,0,0,2,married,k1,m1
1958,2897,3,32,14.0,3500,3550,2,married,k1,m1
1959,2897,4,31,13.0,3000,120,2,married,k1,m1
1960,2897,176,34,12.0,19000,2048,1,married,k1,m1
1961,2898,170,38,16.0,3300,1323,2,married,k1,m1
1962,2900,170,34,13.0,17000,2662,2,married,k1,m1
1963,2901,171,43,14.0,26774,2000,2,married,k1,m1
1964,2902,3,31,16.0,10000,1026,2,married,k1,m1
1965,2902,172,49,13.0,2225,390,2,married,k1,m1
1966,2906,1,50,12.0,12800,1555,2,never married,k1,m2
1967,2906,2,30,13.0,10000,920,2,married,k1,m1
1969,2907,7,31,11.0,240,9,1,never married,k1,m2
1970,2907,174,33,12.0,5300,780,3,married,k2,m1
1971,2910,1,47,13.0,0,0,4,widowed,k2,m2
1972,2910,2,30,14.0,17000,1907,2,married,k1,m1
1974,2920,5,45,12.0,16000,1680,3,married,k2,m1
1975,2921,2,43,12.0,23000,1753,3,divorced,k2,m2
1976,2924,3,30,12.0,10400,1308,0,married,k1,m1
1977,2927,170,45,12.0,20000,1911,2,married,k1,m1
1978,5002,4,40,12.0,27000,2099,1,married,k1,m1
1979,5005,3,38,12.0,4940,173,5,married,k2,m1
1980,5005,4,37,12.0,0,0,3,married,k2,m1
1981,5005,172,33,11.0,0,0,4,married,k2,m1
1982,5010,170,34,12.0,0,0,4,married,k2,m1
1983,5012,2,38,12.0,21000,1800,1,widowed,k1,m2
1984,5012,3,35,13.0,5200,3120,3,never married,k2,m2
1985,5012,5,31,12.0,6000,2080,1,never married,k1,m2
1986,5013,3,34,14.0,0,0,2,divorced,k1,m2
1987,5014,3,42,14.0,31947,2237,1,divorced,k1,m2
1988,5014,4,38,13.0,19192,1365,2,married,k1,m1
1989,5014,175,35,12.0,22022,1984,3,married,k2,m1
1990,5014,177,34,13.0,25364,1804,2,married,k1,m1
1991,5015,3,33,12.0,666,60,2,separated,k1,m2
1992,5015,4,32,12.0,0,0,2,divorced,k1,m2
1993,5015,176,47,12.0,0,0,2,divorced,k1,m2
1994,5017,3,46,13.0,24000,3152,2,married,k1,m1
1995,5017,172,43,13.0,25000,1145,1,married,k1,m1
1996,5018,3,39,13.0,20000,2160,3,married,k2,m1
1997,5020,1,45,12.0,16110,1500,2,married,k1,m1
1998,5024,177,32,12.0,3000,1306,1,divorced,k1,m2
1999,5024,180,31,12.0,31000,2210,2,married,k1,m1
2001,5026,170,37,12.0,0,0,4,divorced,k2,m2
2002,5031,3,34,12.0,0,0,3,never married,k2,m2
2003,5031,5,32,11.0,3157,400,3,never married,k2,m2
2004,5031,6,31,11.0,0,0,3,never married,k2,m2
2005,5031,7,30,9.0,0,0,5,married,k2,m1
2006,5032,171,30,14.0,7000,1600,3,married,k2,m1
2007,5032,173,31,0.0,0,0,0,never married,k1,m2
2008,5034,4,40,13.0,7000,840,3,married,k2,m1
2009,5034,5,39,12.0,0,0,4,married,k2,m1
2010,5034,170,43,12.0,0,0,5,married,k2,m1
2011,5035,2,44,9.0,2000,2080,1,never married,k1,m2
2012,5035,171,35,14.0,26000,2156,2,married,k1,m1
2013,5035,173,37,12.0,400,2080,4,married,k2,m1
2015,5037,4,34,12.0,225,1000,0,never married,k1,m2
2016,5037,180,35,12.0,500,160,3,married,k2,m1
2017,5040,3,37,13.0,6000,802,2,married,k1,m1
2018,5040,5,33,14.0,12556,893,0,married,k1,m1
2019,5040,170,36,12.0,0,0,1,married,k1,m1
2020,5041,171,37,12.0,0,0,2,married,k1,m1
2021,5044,2,45,12.0,10000,1839,0,never married,k1,m2
2022,5045,3,33,13.0,250,120,4,never married,k2,m2
2023,5045,4,30,13.0,21000,303,1,never married,k1,m2
2024,5047,3,33,16.0,0,0,2,never married,k1,m2
2025,5048,3,43,15.0,14458,1080,5,married,k2,m1
2026,5048,4,37,14.0,27500,2700,5,divorced,k2,m2
2027,5052,4,40,11.0,1900,780,4,never married,k2,m2
2028,5052,6,38,12.0,0,0,4,never married,k2,m2
2029,5052,8,36,11.0,10000,1120,8,married,k2,m1
2030,5052,9,35,12.0,0,0,5,married,k2,m1
2031,5052,174,34,13.0,18500,1880,3,married,k2,m1
2032,5054,170,34,14.0,40000,1912,2,married,k1,m1
2033,5055,2,36,11.0,0,0,3,never married,k2,m2
2034,5055,3,31,10.0,0,0,1,never married,k1,m2
2035,5055,170,41,13.0,0,0,4,married,k2,m1
2037,5057,3,43,13.0,200,64,3,divorced,k2,m2
2038,5057,15,32,12.0,1000,4160,5,never married,k2,m2
2039,5057,187,36,14.0,27000,1836,0,married,k1,m1
2041,5061,3,38,12.0,0,0,1,married,k1,m1
2042,5061,4,36,12.0,32000,1960,2,married,k1,m1
2043,5063,3,43,12.0,0,0,7,married,k2,m1
2044,5064,174,49,17.0,32000,1364,3,married,k2,m1
2045,5065,2,45,12.0,0,0,8,separated,k2,m2
2046,5065,3,50,13.0,9000,1530,2,married,k1,m1
2047,5066,5,35,12.0,27000,1880,2,married,k1,m1
2048,5066,6,32,14.0,13000,2020,3,married,k2,m1
2049,5066,7,30,11.0,0,0,2,never married,k1,m2
2050,5066,180,32,12.0,13500,1560,0,never married,k1,m2
2051,5067,2,33,14.0,40000,1980,3,married,k2,m1
2052,5069,4,36,11.0,900,960,4,never married,k2,m2
2053,5070,4,38,14.0,10000,2058,3,married,k2,m1
2054,5071,3,42,13.0,40000,3036,3,separated,k2,m2
2055,5071,170,43,14.0,18000,1406,2,divorced,k1,m2
2056,5071,172,32,12.0,0,0,1,married,k1,m1
2057,5071,174,43,12.0,23000,2000,2,married,k1,m1
2058,5073,2,43,12.0,37000,1920,3,married,k2,m1
2059,5074,170,44,12.0,0,0,4,married,k2,m1
2060,5074,173,38,14.0,28000,1900,2,married,k1,m1
2061,5075,3,38,16.0,23200,2560,4,married,k2,m1
2062,5075,171,33,14.0,3786,83,2,separated,k1,m2
2063,5077,4,40,14.0,0,0,1,married,k1,m1
2064,5077,7,31,12.0,7200,1560,2,married,k1,m1
2065,5078,1,49,16.0,70000,2540,2,married,k1,m1
2066,5079,1,46,13.0,0,0,3,married,k2,m1
2067,5082,3,32,14.0,29500,2016,1,married,k1,m1
2068,5083,3,30,12.0,0,0,0,never married,k1,m2
2069,5085,175,32,16.0,38000,1904,1,married,k1,m1
2070,5087,2,41,16.0,0,0,3,married,k2,m1
2071,5095,2,39,11.0,20000,1960,2,married,k1,m1
2072,5095,170,38,11.0,0,0,1,married,k1,m1
2073,5097,170,45,13.0,27992,1880,2,married,k1,m1
2074,5097,171,34,14.0,0,0,3,married,k2,m1
2075,5097,172,39,16.0,2153,510,4,married,k2,m1
2076,5097,174,44,14.0,2500,936,0,married,k1,m1
2078,5099,2,47,12.0,16000,2064,3,married,k2,m1
2079,5099,3,30,12.0,58000,2180,2,married,k1,m1
2080,5101,4,32,15.0,26000,1960,0,married,k1,m1
2081,5101,175,43,12.0,0,0,1,married,k1,m1
2082,5107,4,38,12.0,0,0,2,never married,k1,m2
2084,5107,173,34,16.0,10000,1600,2,divorced,k1,m2
2085,5107,178,41,14.0,0,0,3,married,k2,m1
2086,5107,184,35,11.0,12000,1550,2,married,k1,m1
2087,5110,3,31,12.0,9600,1471,0,never married,k1,m2
2088,5111,1,49,17.0,34000,2751,0,never married,k1,m2
2089,5113,170,33,13.0,0,0,2,married,k1,m1
2090,5117,170,43,17.0,0,0,2,divorced,k1,m2
2091,5119,2,48,12.0,30600,2080,3,divorced,k2,m2
2092,5120,4,31,14.0,0,0,1,never married,k1,m2
2093,5120,6,44,11.0,5500,827,2,divorced,k1,m2
2094,5120,173,32,12.0,22000,2016,0,married,k1,m1
2095,5124,3,48,12.0,1289,120,2,married,k1,m1
2096,5124,4,44,12.0,8000,1397,0,divorced,k1,m2
2097,5126,4,35,11.0,0,0,2,widowed,k1,m2
2098,5126,5,33,12.0,2000,1110,2,never married,k1,m2
2099,5127,2,45,12.0,18000,1880,2,married,k1,m1
2100,5127,170,39,13.0,0,0,3,married,k2,m1
2101,5128,3,40,11.0,0,0,4,divorced,k2,m2
2102,5129,2,42,12.0,0,0,2,married,k1,m1
2103,5129,3,38,12.0,3120,520,1,separated,k1,m2
2104,5129,179,37,12.0,0,0,4,divorced,k2,m2
2105,5133,3,33,12.0,13000,652,3,separated,k2,m2
2106,5136,7,39,13.0,550,6,1,married,k1,m1
2107,5136,8,38,13.0,0,0,1,divorced,k1,m2
2108,5136,9,33,11.0,11000,2040,1,never married,k1,m2
2109,5136,10,33,12.0,12500,2664,2,separated,k1,m2
2110,5136,170,41,14.0,20000,2500,3,married,k2,m1
2111,5136,176,40,13.0,10500,196,3,married,k2,m1
2112,5137,172,40,14.0,22946,1632,1,divorced,k1,m2
2113,5139,171,39,12.0,18000,1960,1,married,k1,m1
2114,5142,3,35,13.0,27558,1960,2,divorced,k1,m2
2115,5142,171,39,13.0,34000,1720,3,divorced,k2,m2
2116,5144,2,30,14.0,1000,260,0,never married,k1,m2
2117,5145,2,44,12.0,14128,1722,4,divorced,k2,m2
2118,5145,4,38,12.0,0,0,6,separated,k2,m2
2119,5145,178,37,12.0,22000,1999,3,married,k2,m1
2120,5146,3,41,12.0,26350,1928,3,separated,k2,m2
2121,5146,5,39,12.0,60000,1992,1,married,k1,m1
2122,5146,7,32,12.0,0,0,2,married,k1,m1
2123,5146,179,40,12.0,14000,1980,1,married,k1,m1
2124,5148,177,37,13.0,0,0,1,widowed,k1,m2
2125,5154,4,38,12.0,13625,1733,3,divorced,k2,m2
2126,5154,6,36,8.0,0,0,1,never married,k1,m2
2127,5154,7,33,12.0,0,0,2,married,k1,m1
2128,5154,8,31,11.0,0,0,2,never married,k1,m2
2129,5155,5,39,14.0,35000,2880,5,married,k2,m1
2130,5155,171,41,15.0,7100,3050,2,divorced,k1,m2
2131,5155,174,42,12.0,12000,1882,1,married,k1,m1
2132,5159,173,34,12.0,0,0,1,married,k1,m1
2133,5161,5,38,12.0,12500,2000,2,married,k1,m1
2134,5161,7,31,8.0,25000,2695,2,married,k1,m1
2135,5163,1,49,12.0,25800,1984,4,married,k2,m1
2136,5164,3,35,12.0,23000,1960,2,separated,k1,m2
2137,5164,170,39,8.0,175,18,2,separated,k1,m2
2139,5169,4,37,16.0,60000,1987,2,married,k1,m1
2140,5169,171,32,16.0,40000,2136,1,married,k1,m1
2141,5170,4,42,12.0,38000,1752,1,divorced,k1,m2
2142,5170,6,40,14.0,23500,2200,2,divorced,k1,m2
2143,5170,7,39,12.0,0,0,1,never married,k1,m2
2144,5170,9,33,16.0,43000,2142,2,married,k1,m1
2145,5170,10,31,15.0,32000,2370,0,divorced,k1,m2
2146,5170,174,36,16.0,27000,1701,2,married,k1,m1
2147,5171,170,32,14.0,26053,1853,2,married,k1,m1
2148,5172,170,45,11.0,12000,1365,0,married,k1,m1
2149,5173,2,50,10.0,0,0,5,married,k2,m1
2150,5174,3,38,12.0,10000,1750,4,married,k2,m1
2151,5174,170,46,12.0,17305,1720,1,married,k1,m1
2152,5174,173,30,12.0,0,548,3,divorced,k2,m2
2153,5174,174,41,12.0,5300,1283,6,divorced,k2,m2
2154,5174,182,30,17.0,0,0,0,married,k1,m1
2155,5175,3,47,12.0,4000,1173,2,married,k1,m1
2156,5175,4,46,12.0,21000,1920,2,married,k1,m1
2157,5175,170,39,9.0,0,0,5,married,k2,m1
2158,5177,3,43,14.0,6500,1488,1,married,k1,m1
2160,5178,3,42,12.0,11500,2016,2,divorced,k1,m2
2161,5178,172,32,12.0,11000,1720,2,married,k1,m1
2162,5179,3,35,15.0,3100,867,2,separated,k1,m2
2163,5179,171,34,12.0,500,624,2,married,k1,m1
2164,5180,4,36,12.0,0,0,2,married,k1,m1
2165,5180,170,47,6.0,0,0,4,married,k2,m1
2166,5182,4,44,12.0,16700,2040,2,divorced,k1,m2
2167,5182,6,41,12.0,9000,1940,2,divorced,k1,m2
2168,5182,8,39,12.0,17000,2040,3,married,k2,m1
2169,5182,9,37,12.0,35000,1920,3,married,k2,m1
2171,5182,174,39,17.0,39000,1170,1,married,k1,m1
2172,5182,176,31,9.0,8100,2064,2,married,k1,m1
2174,5186,3,40,14.0,0,0,0,divorced,k1,m2
2175,5186,172,37,12.0,2000,466,3,married,k2,m1
2176,5186,174,47,8.0,340,80,3,separated,k2,m2
2177,5190,3,45,12.0,0,0,1,never married,k1,m2
2178,5190,4,41,12.0,8250,2120,1,never married,k1,m2
2179,5192,2,43,12.0,0,0,1,divorced,k1,m2
2180,5194,2,37,12.0,2470,1530,2,married,k1,m1
2181,5195,170,37,17.0,18000,1410,1,divorced,k1,m2
2182,5195,171,33,17.0,24000,1659,2,married,k1,m1
2184,5196,170,38,14.0,23500,1485,1,married,k1,m1
2185,5197,3,42,12.0,42000,1960,0,married,k1,m1
2186,5197,4,32,12.0,16000,2083,0,married,k1,m1
2187,5199,1,47,12.0,17500,2000,4,married,k2,m1
2188,5200,171,33,14.0,15000,1960,2,married,k1,m1
2189,5202,172,42,12.0,2216,640,3,widowed,k2,m2
2190,5202,182,39,12.0,6000,1775,2,divorced,k1,m2
2192,5204,6,30,14.0,24000,1645,1,married,k1,m1
2194,5205,2,42,12.0,20000,2000,0,never married,k1,m2
2195,5205,3,37,12.0,20000,2000,0,never married,k1,m2
2196,5209,5,33,13.0,8000,2080,0,never married,k1,m2
2197,5209,7,30,12.0,0,0,0,never married,k1,m2
2198,5209,170,37,12.0,13000,1813,2,married,k1,m1
2199,5209,172,32,14.0,28000,2030,2,married,k1,m1
2201,5215,3,30,12.0,0,0,4,never married,k2,m2
2203,5219,5,39,8.0,0,0,2,never married,k1,m2
2204,5225,3,32,15.0,17000,1944,0,married,k1,m1
2205,5228,170,39,9.0,15000,1911,3,married,k2,m1
2206,5228,177,30,14.0,25000,2016,2,married,k1,m1
2207,5230,6,38,16.0,39011,2088,2,divorced,k1,m2
2208,5230,7,36,15.0,22000,1984,2,married,k1,m1
2209,5230,8,31,14.0,27108,1736,1,married,k1,m1
2210,5230,170,40,15.0,17000,2016,3,divorced,k2,m2
2211,5230,178,41,11.0,4680,2000,1,married,k1,m1
2212,5230,189,42,0.0,0,0,5,divorced,k2,m2
2213,5232,3,44,15.0,20800,2093,3,never married,k2,m2
2214,5233,2,43,17.0,42000,1560,2,married,k1,m1
2215,5233,4,39,16.0,36100,1952,2,divorced,k1,m2
2216,5233,5,36,15.0,40000,1440,2,married,k1,m1
2217,5233,172,34,13.0,0,0,3,married,k2,m1
2218,5234,171,34,13.0,26433,1880,5,never married,k2,m2
2219,5235,170,37,12.0,6000,1008,2,married,k1,m1
2220,5235,171,36,12.0,7000,1200,2,married,k1,m1
2221,5237,172,36,17.0,2989,144,0,married,k1,m1
2222,5238,3,39,13.0,8045,1455,2,married,k1,m1
2223,5238,172,35,12.0,28000,2275,2,divorced,k1,m2
2224,5238,173,33,12.0,14000,2288,0,married,k1,m1
2225,5238,174,33,14.0,0,0,0,never married,k1,m2
2226,5242,2,39,14.0,13000,2032,1,never married,k1,m2
2227,5247,170,38,11.0,0,0,2,married,k1,m1
2228,5257,170,37,14.0,12000,1391,4,married,k2,m1
2229,5259,3,44,12.0,16432,1530,3,married,k2,m1
2231,5261,172,31,16.0,16286,1200,0,never married,k1,m2
2232,5262,3,32,12.0,19000,1960,0,never married,k1,m2
2233,5268,2,41,13.0,9100,1576,0,married,k1,m1
